exp;video;id;mother track;daughter track(s);metaphase frame - mitosis video;cytokinesis frame - mitosis video;first MT cut frame - mitosis video;second MT cut frame - mitosis video;metaphase frame;cytokinesis frame;first MT cut frame;second MT cut frame;position midbody x;position midbody y;first MT cut time;second MT cut time;;matched cytokinesis frame;matched cut frame;matched position midbody x;matched position midbody y
EXP1;MICAL1-3;23;199;267;8;12;TOO_SHORT_CUT;TOO_SHORT_CUT;139;143;TOO_SHORT_CUT;TOO_SHORT_CUT;906;719;;;;-1;-1;-1;-1
EXP1;MICAL1-3;24;47;265;10;12;TOO_SHORT_CUT;TOO_SHORT_CUT;140;142;TOO_SHORT_CUT;TOO_SHORT_CUT;268;550;;;;142;150;250;560
EXP1;MICAL1-3;25;17;186;9;12;28;28;89;92;108;108;1292;811;160;160;;-1;-1;-1;-1
EXP1;MICAL1-3;26;122;155;9;12;25;31;70;73;86;92;887;1002;130;190;;72;92;900;1000
EXP1;MICAL1-3;27;9;128;8;12;NO_CUT_DETECTED;NO_CUT_DETECTED;53;57;NO_CUT_DETECTED;NO_CUT_DETECTED;273;717;;;;57;80;272;716
EXP1;MICAL1-3;28;84;114,98;4;7;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;35;38;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;1169;995;;;;38;48;1200;1016
EXP1;MICAL1-3;29;6;108,102;8;11;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;38;41;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;901;427;;;;41;56;900;400
EXP1;MICAL1-3;2;17;410;9;12;24;24;224;227;239;239;1235;929;120;120;;227;240;1182;876
EXP1;MICAL1-3;30;21;101,91;9;11;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;32;34;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;902;921;;;;34;53;939;923
EXP1;MICAL1-3;31;10;95;9;12;NO_CUT_DETECTED;NO_CUT_DETECTED;34;37;NO_CUT_DETECTED;NO_CUT_DETECTED;1095;633;;;;37;52;1060;625
EXP1;MICAL1-3;32;18;83;8;14;NO_CUT_DETECTED;NO_CUT_DETECTED;26;32;NO_CUT_DETECTED;NO_CUT_DETECTED;514;869;;;;-1;-1;-1;-1
EXP1;MICAL1-3;33;3;78;7;12;21;23;24;29;38;40;1300;193;90;110;;28;39;1320;231
EXP1;MICAL1-3;34;2;60,59;9;11;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;13;15;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;557;169;;;;-1;-1;-1;-1
EXP1;MICAL1-3;35;9;47,44;3;6;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;3;6;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;159;594;;;;5;20;131;667
EXP1;MICAL1-3;3;122;397;10;20;TOO_SHORT_CUT;TOO_SHORT_CUT;211;221;TOO_SHORT_CUT;TOO_SHORT_CUT;1048;609;;;;-1;-1;-1;-1
EXP1;MICAL1-3;4;78;390;11;13;22;26;215;217;226;230;1422;372;90;130;;217;229;1464;384
EXP1;MICAL1-3;5;236;389,378;10;12;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;209;211;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;1420;261;;;;-1;-1;-1;-1
EXP1;MICAL1-3;6;155;386;9;12;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;211;214;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;-1;-1;;;;-1;-1;-1;-1
EXP1;MICAL1-3;7;186;376;9;11;TOO_SHORT_CUT;TOO_SHORT_CUT;208;210;TOO_SHORT_CUT;TOO_SHORT_CUT;1515;705;;;;210;216;1500;700
EXP1;MICAL1-3;8;303;372;11;14;TOO_SHORT_CUT;TOO_SHORT_CUT;203;206;TOO_SHORT_CUT;TOO_SHORT_CUT;114;601;;;;206;212;90;560
EXP1;MICAL1-3;9;20;368;10;17;TOO_SHORT_CUT;TOO_SHORT_CUT;197;204;TOO_SHORT_CUT;TOO_SHORT_CUT;350;870;;;;-1;-1;-1;-1
EXP1;MICAL1-4;0;184;202;-9;5;TOO_SHORT_CUT;TOO_SHORT_CUT;220;234;TOO_SHORT_CUT;TOO_SHORT_CUT;575;342;;;;-1;-1;-1;-1
EXP1;MICAL1-4;10;125;152,15;8;11;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;189;192;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;678;992;;;;-1;-1;-1;-1
EXP1;MICAL1-4;11;2;151,146;9;11;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;187;189;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;1001;0;;;;189;200;1070;40
EXP1;MICAL1-4;12;69;143;8;11;TOO_SHORT_CUT;TOO_SHORT_CUT;185;188;TOO_SHORT_CUT;TOO_SHORT_CUT;1061;465;;;;188;197;996;444
EXP1;MICAL1-4;13;31;141;8;19;25;26;175;186;192;193;35;303;60;70;;-1;-1;-1;-1
EXP1;MICAL1-4;14;8;137;9;12;20;23;177;180;188;191;318;406;80;110;;180;190;340;446
EXP1;MICAL1-4;15;42;124;8;12;TOO_SHORT_CUT;TOO_SHORT_CUT;166;170;TOO_SHORT_CUT;TOO_SHORT_CUT;0;951;;;;169;180;62;902
EXP1;MICAL1-4;16;3;120;8;13;TOO_SHORT_CUT;TOO_SHORT_CUT;156;161;TOO_SHORT_CUT;TOO_SHORT_CUT;647;209;;;;-1;-1;-1;-1
EXP1;MICAL1-4;17;9;104;10;12;20;21;139;141;149;150;905;650;80;90;;140;149;902;648
EXP1;MICAL1-4;18;26;103;9;11;TOO_SHORT_CUT;TOO_SHORT_CUT;139;141;TOO_SHORT_CUT;TOO_SHORT_CUT;562;526;;;;-1;-1;-1;-1
EXP1;MICAL1-4;19;2;75;9;11;25;28;83;85;99;102;1106;431;140;170;;-1;-1;-1;-1
EXP1;MICAL1-4;1;92;176;10;12;20;21;210;212;220;221;1263;720;80;90;;212;221;1274;707
EXP1;MICAL1-4;20;10;74;8;11;26;30;81;84;99;103;1308;837;150;190;;84;100;1264;742
EXP1;MICAL1-4;21;40;72;8;11;23;24;77;80;92;93;656;933;120;130;;80;92;662;892
EXP1;MICAL1-4;22;12;71;7;11;25;26;76;80;94;95;357;830;140;150;;79;94;316;800
EXP1;MICAL1-4;23;1;69;10;12;25;27;72;74;87;89;1128;278;130;150;;74;89;1100;314
EXP1;MICAL1-4;24;43;65;9;11;29;32;68;70;88;91;1043;219;180;210;;70;89;1012;262
EXP1;MICAL1-4;25;6;53;3;9;TOO_SHORT_CUT;TOO_SHORT_CUT;50;56;TOO_SHORT_CUT;TOO_SHORT_CUT;786;507;;;;55;65;772;538
EXP1;MICAL1-4;26;7;49;10;12;TOO_SHORT_CUT;TOO_SHORT_CUT;47;49;TOO_SHORT_CUT;TOO_SHORT_CUT;597;434;;;;49;64;622;410
EXP1;MICAL1-4;27;18;47;7;14;TOO_SHORT_CUT;TOO_SHORT_CUT;40;47;TOO_SHORT_CUT;TOO_SHORT_CUT;362;966;;;;-1;-1;-1;-1
EXP1;MICAL1-4;28;39;41;2;3;NEAR_BORDER;NEAR_BORDER;35;36;NEAR_BORDER;NEAR_BORDER;101;748;;;;35;42;70;742
EXP1;MICAL1-4;29;8;31;9;12;21;24;15;18;27;30;400;445;90;120;;17;27;378;400
EXP1;MICAL1-4;2;89;175;8;11;TOO_SHORT_CUT;TOO_SHORT_CUT;208;211;TOO_SHORT_CUT;TOO_SHORT_CUT;125;959;;;;211;216;132;954
EXP1;MICAL1-4;30;9;29;5;12;20;23;7;14;22;25;952;684;80;110;;-1;-1;-1;-1
EXP1;MICAL1-4;31;4;26;7;10;22;24;7;10;22;24;719;176;120;140;;10;23;806;162
EXP1;MICAL1-4;3;49;173;11;12;TOO_SHORT_CUT;TOO_SHORT_CUT;210;211;TOO_SHORT_CUT;TOO_SHORT_CUT;532;496;;;;211;219;522;496
EXP1;MICAL1-4;4;85;172,17;10;12;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;204;206;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;1013;458;;;;205;214;1082;420
EXP1;MICAL1-4;5;76;165;9;12;TOO_SHORT_CUT;TOO_SHORT_CUT;202;205;TOO_SHORT_CUT;TOO_SHORT_CUT;280;836;;;;205;211;336;754
EXP1;MICAL1-4;6;71;159;9;12;TOO_SHORT_CUT;TOO_SHORT_CUT;198;201;TOO_SHORT_CUT;TOO_SHORT_CUT;1090;966;;;;200;209;1126;1026
EXP1;MICAL1-4;7;10;157;8;12;TOO_SHORT_CUT;TOO_SHORT_CUT;196;200;TOO_SHORT_CUT;TOO_SHORT_CUT;1299;1061;;;;200;213;1352;994
EXP1;MICAL1-4;8;65;156;9;12;TOO_SHORT_CUT;TOO_SHORT_CUT;197;200;TOO_SHORT_CUT;TOO_SHORT_CUT;955;115;;;;199;211;952;144
EXP1;MICAL1-4;9;3;154;2;2;TOO_SHORT_CUT;TOO_SHORT_CUT;195;195;TOO_SHORT_CUT;TOO_SHORT_CUT;577;154;;;;-1;-1;-1;-1
EXP1;MICAL1-5;0;243;262;9;12;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;220;223;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;-1;-1;;;;-1;-1;-1;-1
EXP1;MICAL1-5;10;72;199;7;11;22;24;161;165;176;178;1021;387;110;130;;165;176;1056;424
EXP1;MICAL1-5;11;62;198;6;12;TOO_SHORT_CUT;TOO_SHORT_CUT;159;165;TOO_SHORT_CUT;TOO_SHORT_CUT;1076;233;;;;-1;-1;-1;-1
EXP1;MICAL1-5;12;133;189;9;15;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;145;151;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;-1;-1;;;;-1;-1;-1;-1
EXP1;MICAL1-5;13;18;183;8;13;TOO_SHORT_CUT;TOO_SHORT_CUT;144;149;TOO_SHORT_CUT;TOO_SHORT_CUT;875;906;;;;-1;-1;-1;-1
EXP1;MICAL1-5;14;81;175;10;12;NO_CUT_DETECTED;NO_CUT_DETECTED;140;142;NO_CUT_DETECTED;NO_CUT_DETECTED;368;297;;;;-1;-1;-1;-1
EXP1;MICAL1-5;15;113;160;5;12;29;34;121;128;145;150;632;256;170;220;;-1;-1;-1;-1
EXP1;MICAL1-5;16;0;153;10;11;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;122;123;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;-1;-1;;;;-1;-1;-1;-1
EXP1;MICAL1-5;17;23;128;7;11;NEAR_BORDER;NEAR_BORDER;84;88;NEAR_BORDER;NEAR_BORDER;231;1083;;;;-1;-1;-1;-1
EXP1;MICAL1-5;18;10;78,72;8;11;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;40;43;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;1155;375;;;;43;66;1066;402
EXP1;MICAL1-5;19;17;70;7;11;NEAR_BORDER;NEAR_BORDER;37;41;NEAR_BORDER;NEAR_BORDER;855;985;;;;-1;-1;-1;-1
EXP1;MICAL1-5;1;118;255;10;13;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;213;216;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;-1;-1;;;;-1;-1;-1;-1
EXP1;MICAL1-5;20;22;65;6;9;TOO_SHORT_CUT;TOO_SHORT_CUT;35;38;TOO_SHORT_CUT;TOO_SHORT_CUT;287;890;;;;-1;-1;-1;-1
EXP1;MICAL1-5;21;8;62;8;11;31;39;30;33;53;61;905;427;200;280;;33;53;862;406
EXP1;MICAL1-5;22;16;61;8;11;24;27;25;28;41;44;1408;845;130;160;;28;42;1380;830
EXP1;MICAL1-5;23;26;56;9;11;29;NO_CUT_DETECTED;23;25;43;NO_CUT_DETECTED;427;303;180;;;25;54;416;292
EXP1;MICAL1-5;24;5;33;2;6;26;29;2;6;26;29;847;207;200;230;;4;27;838;246
EXP1;MICAL1-5;2;9;234;8;14;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;188;194;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;-1;-1;;;;-1;-1;-1;-1
EXP1;MICAL1-5;3;120;228;8;13;TOO_SHORT_CUT;TOO_SHORT_CUT;181;186;TOO_SHORT_CUT;TOO_SHORT_CUT;292;698;;;;184;193;350;690
EXP1;MICAL1-5;4;15;227;8;12;TOO_SHORT_CUT;TOO_SHORT_CUT;182;186;TOO_SHORT_CUT;TOO_SHORT_CUT;169;587;;;;185;193;102;538
EXP1;MICAL1-5;5;111;217;9;11;20;23;177;179;188;191;1535;1035;90;120;;179;190;1520;996
EXP1;MICAL1-5;6;172;216;9;12;TOO_SHORT_CUT;TOO_SHORT_CUT;176;179;TOO_SHORT_CUT;TOO_SHORT_CUT;58;232;;;;179;189;30;222
EXP1;MICAL1-5;7;70;209;9;12;20;22;169;172;180;182;894;806;80;100;;172;181;892;802
EXP1;MICAL1-5;8;10;201;6;11;TOO_SHORT_CUT;TOO_SHORT_CUT;162;167;TOO_SHORT_CUT;TOO_SHORT_CUT;1507;335;;;;167;179;1486;308
EXP1;MICAL1-5;9;67;200;8;11;NEAR_BORDER;NEAR_BORDER;164;167;NEAR_BORDER;NEAR_BORDER;864;67;;;;167;179;860;24
EXP1;MICAL1-6;0;228;272,261;11;11;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;230;230;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;1316;999;;;;230;244;1314;990
EXP1;MICAL1-6;10;131;157;9;15;24;25;141;147;156;157;856;349;90;100;;-1;-1;-1;-1
EXP1;MICAL1-6;11;3;140;8;18;TOO_SHORT_CUT;TOO_SHORT_CUT;129;139;TOO_SHORT_CUT;TOO_SHORT_CUT;349;229;;;;-1;-1;-1;-1
EXP1;MICAL1-6;12;2;128;7;12;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;124;129;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;-1;-1;;;;-1;-1;-1;-1
EXP1;MICAL1-6;13;61;93;8;11;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;82;85;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;-1;-1;;;;-1;-1;-1;-1
EXP1;MICAL1-6;14;6;85;7;12;35;36;66;71;94;95;1325;315;230;240;;-1;-1;-1;-1
EXP1;MICAL1-6;15;17;70;7;12;TOO_SHORT_CUT;TOO_SHORT_CUT;48;53;TOO_SHORT_CUT;TOO_SHORT_CUT;636;434;;;;51;58;666;398
EXP1;MICAL1-6;16;14;69;8;14;TOO_SHORT_CUT;TOO_SHORT_CUT;44;50;TOO_SHORT_CUT;TOO_SHORT_CUT;1124;551;;;;-1;-1;-1;-1
EXP1;MICAL1-6;17;8;62;9;12;51;53;38;41;80;82;986;407;390;410;;41;85;1016;422
EXP1;MICAL1-6;18;15;55;7;11;TOO_SHORT_CUT;TOO_SHORT_CUT;25;29;TOO_SHORT_CUT;TOO_SHORT_CUT;1063;774;;;;-1;-1;-1;-1
EXP1;MICAL1-6;1;18;271;8;12;TOO_SHORT_CUT;TOO_SHORT_CUT;229;233;TOO_SHORT_CUT;TOO_SHORT_CUT;602;974;;;;-1;-1;-1;-1
EXP1;MICAL1-6;2;100;238;8;12;23;25;214;218;229;231;566;548;110;130;;217;229;564;510
EXP1;MICAL1-6;3;195;234;10;13;TOO_SHORT_CUT;TOO_SHORT_CUT;211;214;TOO_SHORT_CUT;TOO_SHORT_CUT;816;669;;;;-1;-1;-1;-1
EXP1;MICAL1-6;4;14;226;-4;11;TOO_SHORT_CUT;TOO_SHORT_CUT;194;209;TOO_SHORT_CUT;TOO_SHORT_CUT;1153;493;;;;-1;-1;-1;-1
EXP1;MICAL1-6;5;6;199,196;9;11;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;191;193;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;1320;337;;;;194;208;1314;336
EXP1;MICAL1-6;6;178;185;2;5;TOO_SHORT_CUT;TOO_SHORT_CUT;177;180;TOO_SHORT_CUT;TOO_SHORT_CUT;784;294;;;;180;189;810;232
EXP1;MICAL1-6;7;23;172;8;11;TOO_SHORT_CUT;TOO_SHORT_CUT;162;165;TOO_SHORT_CUT;TOO_SHORT_CUT;1429;796;;;;165;177;1494;828
EXP1;MICAL1-6;8;83;163;6;12;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;148;154;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;-1;-1;;;;-1;-1;-1;-1
EXP1;MICAL1-6;9;4;158;10;12;TOO_SHORT_CUT;TOO_SHORT_CUT;148;150;TOO_SHORT_CUT;TOO_SHORT_CUT;899;50;;;;150;163;926;36
EXP1;MICAL1-7;0;270;345;11;19;TOO_SHORT_CUT;TOO_SHORT_CUT;232;240;TOO_SHORT_CUT;TOO_SHORT_CUT;826;515;;;;-1;-1;-1;-1
EXP1;MICAL1-7;10;249;265;10;11;TOO_SHORT_CUT;TOO_SHORT_CUT;181;182;TOO_SHORT_CUT;TOO_SHORT_CUT;32;130;;;;181;196;58;216
EXP1;MICAL1-7;11;67;221;10;12;NO_CUT_DETECTED;NO_CUT_DETECTED;143;145;NO_CUT_DETECTED;NO_CUT_DETECTED;1330;962;;;;-1;-1;-1;-1
EXP1;MICAL1-7;12;17;219;7;11;25;33;140;144;158;166;1061;568;140;220;;144;171;1122;520
EXP1;MICAL1-7;13;19;217;8;11;TOO_SHORT_CUT;TOO_SHORT_CUT;139;142;TOO_SHORT_CUT;TOO_SHORT_CUT;1391;628;;;;-1;-1;-1;-1
EXP1;MICAL1-7;14;23;215,212;9;9;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;137;137;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;1023;823;;;;139;149;998;850
EXP1;MICAL1-7;15;140;206;8;11;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;127;130;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;-1;-1;;;;-1;-1;-1;-1
EXP1;MICAL1-7;16;13;199;9;13;TOO_SHORT_CUT;TOO_SHORT_CUT;119;123;TOO_SHORT_CUT;TOO_SHORT_CUT;994;404;;;;122;133;988;384
EXP1;MICAL1-7;17;32;190;7;11;TOO_SHORT_CUT;TOO_SHORT_CUT;111;115;TOO_SHORT_CUT;TOO_SHORT_CUT;1490;815;;;;115;125;1556;722
EXP1;MICAL1-7;18;12;187;8;11;24;24;111;114;127;127;577;318;130;130;;114;127;578;318
EXP1;MICAL1-7;19;18;182;9;11;24;26;110;112;125;127;555;529;130;150;;112;126;554;530
EXP1;MICAL1-7;1;182;339;11;13;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;233;235;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;-1;-1;;;;-1;-1;-1;-1
EXP1;MICAL1-7;20;9;176;9;12;27;28;106;109;124;125;808;477;150;160;;109;124;808;422
EXP1;MICAL1-7;21;5;170;9;11;22;23;102;104;115;116;1025;187;110;120;;104;116;1032;182
EXP1;MICAL1-7;22;7;169;9;14;28;33;99;104;118;123;306;247;140;190;;102;120;218;202
EXP1;MICAL1-7;23;14;162;8;12;23;25;93;97;108;110;210;398;110;130;;96;108;232;400
EXP1;MICAL1-7;24;1;147;7;11;25;30;82;86;100;105;546;110;140;190;;86;105;538;96
EXP1;MICAL1-7;25;0;146;10;12;NO_CUT_DETECTED;NO_CUT_DETECTED;84;86;NO_CUT_DETECTED;NO_CUT_DETECTED;140;78;;;;86;103;132;72
EXP1;MICAL1-7;2;187;333,328;11;12;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;227;228;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;709;283;;;;228;239;708;276
EXP1;MICAL1-7;3;5;330;10;13;TOO_SHORT_CUT;TOO_SHORT_CUT;227;230;TOO_SHORT_CUT;TOO_SHORT_CUT;1400;188;;;;229;240;1386;206
EXP1;MICAL1-7;4;262;322;10;12;TOO_SHORT_CUT;TOO_SHORT_CUT;223;225;TOO_SHORT_CUT;TOO_SHORT_CUT;609;467;;;;-1;-1;-1;-1
EXP1;MICAL1-7;5;170;319;10;12;TOO_SHORT_CUT;TOO_SHORT_CUT;223;225;TOO_SHORT_CUT;TOO_SHORT_CUT;950;132;;;;224;234;950;150
EXP1;MICAL1-7;6;18;316;10;12;23;24;221;223;234;235;479;784;110;120;;-1;-1;-1;-1
EXP1;MICAL1-7;7;146;305;11;11;26;27;212;212;227;228;238;202;150;160;;-1;-1;-1;-1
EXP1;MICAL1-7;8;7;302;10;12;TOO_SHORT_CUT;TOO_SHORT_CUT;209;211;TOO_SHORT_CUT;TOO_SHORT_CUT;250;430;;;;210;218;242;368
EXP1;MICAL1-7;9;147;284;10;10;23;25;199;199;212;214;588;171;130;150;;201;213;590;180
EXP1;MICAL1-8;0;215;365;11;16;22;22;237;242;248;248;1304;907;60;60;;-1;-1;-1;-1
EXP1;MICAL1-8;10;29;329;8;12;TOO_SHORT_CUT;TOO_SHORT_CUT;223;227;TOO_SHORT_CUT;TOO_SHORT_CUT;1120;133;;;;-1;-1;-1;-1
EXP1;MICAL1-8;11;13;326,323;10;12;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;221;223;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;863;978;;;;223;232;807;968
EXP1;MICAL1-8;12;252;311;8;13;TOO_SHORT_CUT;TOO_SHORT_CUT;213;218;TOO_SHORT_CUT;TOO_SHORT_CUT;1345;876;;;;-1;-1;-1;-1
EXP1;MICAL1-8;13;36;289;9;12;NO_CUT_DETECTED;NO_CUT_DETECTED;204;207;NO_CUT_DETECTED;NO_CUT_DETECTED;168;782;;;;206;214;174;752
EXP1;MICAL1-8;14;134;280;9;12;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;198;201;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;-1;-1;;;;-1;-1;-1;-1
EXP1;MICAL1-8;15;129;275;9;12;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;191;194;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;-1;-1;;;;-1;-1;-1;-1
EXP1;MICAL1-8;16;138;274;9;12;TOO_SHORT_CUT;TOO_SHORT_CUT;190;193;TOO_SHORT_CUT;TOO_SHORT_CUT;1115;874;;;;193;204;1119;859
EXP1;MICAL1-8;17;130;267;5;17;NEAR_BORDER;NEAR_BORDER;177;189;NEAR_BORDER;NEAR_BORDER;442;1054;;;;-1;-1;-1;-1
EXP1;MICAL1-8;18;72;242,234;7;11;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;162;166;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;1017;311;;;;166;185;1008;306
EXP1;MICAL1-8;19;64;232;10;12;TOO_SHORT_CUT;TOO_SHORT_CUT;160;162;TOO_SHORT_CUT;TOO_SHORT_CUT;783;336;;;;162;173;827;356
EXP1;MICAL1-8;1;200;364;9;12;TOO_SHORT_CUT;TOO_SHORT_CUT;239;242;TOO_SHORT_CUT;TOO_SHORT_CUT;750;529;;;;242;251;724;529
EXP1;MICAL1-8;20;58;231;-2;10;TOO_SHORT_CUT;TOO_SHORT_CUT;148;160;TOO_SHORT_CUT;TOO_SHORT_CUT;173;510;;;;159;168;190;505
EXP1;MICAL1-8;21;5;217;10;11;19;20;149;150;158;159;777;103;80;90;;150;158;711;205
EXP1;MICAL1-8;22;8;212;6;11;17;20;141;146;152;155;188;336;60;90;;146;154;181;334
EXP1;MICAL1-8;23;51;205;9;11;23;27;140;142;154;158;547;277;120;160;;-1;-1;-1;-1
EXP1;MICAL1-8;24;76;204,195;8;11;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;133;136;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;1313;645;;;;136;143;1288;628
EXP1;MICAL1-8;25;7;201;8;12;TOO_SHORT_CUT;TOO_SHORT_CUT;135;139;TOO_SHORT_CUT;TOO_SHORT_CUT;1073;727;;;;-1;-1;-1;-1
EXP1;MICAL1-8;26;10;200;11;12;TOO_SHORT_CUT;TOO_SHORT_CUT;138;139;TOO_SHORT_CUT;TOO_SHORT_CUT;741;469;;;;-1;-1;-1;-1
EXP1;MICAL1-8;27;29;189;9;12;TOO_SHORT_CUT;TOO_SHORT_CUT;129;132;TOO_SHORT_CUT;TOO_SHORT_CUT;1282;157;;;;132;140;1284;128
EXP1;MICAL1-8;28;124;185;1;4;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;126;129;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;-1;-1;;;;-1;-1;-1;-1
EXP1;MICAL1-8;29;3;183;7;12;23;23;123;128;139;139;1392;410;110;110;;127;139;1390;395
EXP1;MICAL1-8;2;201;360,345;11;12;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;233;234;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;1120;628;;;;234;243;1047;697
EXP1;MICAL1-8;30;13;173;7;9;23;24;119;121;135;136;760;840;140;150;;123;135;746;846
EXP1;MICAL1-8;31;17;129;9;12;TOO_SHORT_CUT;TOO_SHORT_CUT;84;87;TOO_SHORT_CUT;TOO_SHORT_CUT;1197;922;;;;87;98;1128;894
EXP1;MICAL1-8;32;36;123;10;12;TOO_SHORT_CUT;TOO_SHORT_CUT;80;82;TOO_SHORT_CUT;TOO_SHORT_CUT;211;758;;;;81;97;202;788
EXP1;MICAL1-8;33;1;72;8;11;29;35;38;41;59;65;899;118;180;240;;41;59;942;220
EXP1;MICAL1-8;34;5;64;8;11;TOO_SHORT_CUT;TOO_SHORT_CUT;29;32;TOO_SHORT_CUT;TOO_SHORT_CUT;977;180;;;;-1;-1;-1;-1
EXP1;MICAL1-8;35;8;58;8;12;19;22;25;29;36;39;211;393;70;100;;29;36;214;390
EXP1;MICAL1-8;36;2;56;11;15;NEAR_BORDER;NEAR_BORDER;22;26;NEAR_BORDER;NEAR_BORDER;1529;0;;;;-1;-1;-1;-1
EXP1;MICAL1-8;37;10;51;7;11;23;25;18;22;34;36;620;395;120;140;;22;34;662;432
